x,y
6275755,1538971
6283750,1544290
6268390,1539280
6268390,1539280
6264000,1538250
6265940,1536510
6265940,1536510
6265940,1536510
6259160,1538460
6255100,1538925
6254924,1538831
6253443,1538727
6247821,1538112
6247800,1538090
6247800,1538090
6242620,1543480
6247000,1545000
6246416,1544878
6258229,1547014
6258229,1547014
6258229,1547014
6257925,1547000
6265500,1548960
6265500,1548960
6274345,1547035
6272863,1551353
6272850,1551350
6275109,1551101
6275120,1551070
6280360,1553610
6286146,1554808
6287745,1555230
6286318,1554662
6286150,1554760
6286150,1554760
6287450,1555124
6288310,1555360
6288553,1555531
6294638,1557215
6294680,1557245
6294068,1557129
6296547,1557031
6296674,1556961
6301200,1559250
6301650,1554900
6305905,1555861
6306080,1555677
6306078,1555725
6306070,1555680
6306070,1555680
6306077,1555678
6306080,1555677
6313870,1559570
6310650,1562890
6338240,1573270
6332312,1571584
6332312,1571584
6347210,1575720
6268390,1539280
6258229,1547014
6332300,1571550
6241046,1542160
6268584,1539618
6258229,1547014
6258229,1547014
6258229,1547014
6258229,1547014
6258175,1547975
6283980,1553825
6296674,1556961
6313876,1559575
6306058,1555224
6258231,1547009
6258175,1547975
6258229,1547014
6258229,1547014
6258229,1547014
6258229,1547014
6260250,1547450
6248301,1538058
6265963,1536554
6265963,1536554
6265963,1536554
6290610,1556250
6266075,1536570
6306175,1555450
6306175,1555450
6258229,1547014
6258229,1547014
6258229,1547014
6258229,1547014
6306080,1555677
6241046,1542160
6272910,1551350
6306591,1556111
6306591,1556111
6300510,1552460
6268390,1539280
6268390,1539280
6258229,1547014
6305200,1551150
6305149,1551322
6296674,1556961
6306200,1555350
6306200,1555350
6306250,1555625
6306200,1555350
6306200,1555350
6265950,1536501
6272910,1551350
6306080,1555677
6306083,1555664
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6308300,1559000
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306080,1555677
6306400,1555950
6332300,1571550
6296674,1556961
6260689,1546647
6303613,1552391
6263500,1547800
6276000,1546300
6332312,1571584
6305170,1551290
6480150,1453100
6476907,1451684
6476907,1451684
6476907,1451684
6476907,1451684
6476907,1451684
6484900,1455914
6484926,1455889
6488392,1458285
6476250,1504025
6475631,1496854
6475645,1496863
6494284,1534535
6494286,1534524
6496069,1533510
6489710,1538990
6489710,1538990
6489714,1538977
6489650,1539100
6487034,1538244
6488210,1538482
6486658,1537221
6491550,1540250
6491611,1540097
6487100,1545900
6487164,1544957
6487000,1545250
6487000,1545250
6489494,1531837
6489494,1531837
6486130,1540661
6486125,1540663
6486122,1540667
6486920,1538800
6484317,1466583
6484310,1466570
6484310,1466570
6484310,1466570
6483355,1466523
6481320,1466500
6478007,1461278
6480399,1470301
6480190,1468479
6498895,1521347
6504350,1523525
6504148,1523406
6501000,1521000
6501000,1521000
6501000,1521000
6473782,1437879
6473300,1437450
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6469700,1435900
6479500,1441420
6483684,1477102
6478440,1459525
6474962,1460543
6472382,1453166
6472380,1453180
6472366,1453172
6458981,1455471
6458947,1455421
6458982,1455477
6458980,1455464
6459000,1458000
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473330,1448100
6472647,1448200
6471010,1458710
6471010,1458710
6471010,1458710
6471020,1458705
6471010,1458710
6471010,1458710
6471010,1458710
6471010,1458710
6471010,1458710
6471010,1458710
6469825,1456586
6468075,1457700
6468030,1457776
6474435,1462671
6465388,1449177
6465005,1444816
6465555,1447602
6465408,1447694
6467557,1448003
6458500,1459100
6458336,1458690
6483537,1536795
6467989,1537696
6482765,1532250
6481000,1483900
6481155,1483886
6479830,1485801
6477106,1483501
6477115,1483500
6477091,1483552
6477086,1483544
6473600,1481900
6475123,1481268
6471744,1495270
6472600,1493800
6477583,1489920
6469254,1485767
6469373,1488064
6469116,1488421
6472028,1485402
6471995,1485402
6472030,1485400
6472030,1485400
6471998,1485416
6472911,1485641
6472028,1485402
6472750,1485500
6431826,1495068
6432200,1494800
6421800,1509000
6476490,1489470
6476475,1489425
6476300,1489000
6463087,1435393
6463071,1435396
6459092,1434904
6467923,1447212
6467920,1447201
6463973,1439596
6465095,1443052
6467230,1444472
6462153,1432559
6462153,1432559
6462153,1432559
6457880,1435653
6457880,1435653
6456875,1432388
6495609,1529714
6495621,1529712
6492607,1531384
6492599,1531367
6492700,1531015
6492623,1531354
6492636,1531346
6491382,1529696
6493274,1527057
6493277,1527049
6495161,1525603
6489698,1528382
6489706,1528378
6489692,1528380
6490770,1509823
6490778,1509816
6495770,1508133
6493998,1511406
6490198,1455564
6474883,1457995
6475493,1458711
6474860,1457970
6475485,1458740
6481280,1506910
6479900,1517000
6483146,1510848
6483147,1510847
6483130,1510840
6482730,1510530
6482730,1510530
6484135,1513792
6484300,1530000
6481000,1447000
6481250,1446550
6465549,1475991
6479966,1479075
6479934,1479068
6481508,1479427
6471590,1474625
6471590,1474625
6470190,1476150
6469800,1475600
6472950,1478600
6469724,1478932
6473515,1479895
6472750,1472500
6471950,1479675
6473590,1464481
6473630,1464480
6465540,1459430
6462860,1459875
6465599,1459504
6477100,1466350
6468240,1466140
6463920,1465660
6470369,1467996
6472929,1467533
6472929,1467554
6471800,1471130
6471950,1471350
6471709,1472833
6471722,1472844
6471721,1472830
6472347,1472985
6473276,1468672
6471850,1472450
6477670,1473227
6478619,1474449
6409400,1457400
6414839,1467096
6412579,1466704
6426603,1460841
6485997,1506497
6486295,1500778
6480950,1501420
6480917,1501420
6480937,1501319
6478504,1500021
6498960,1544517
6495917,1546314
6495917,1546314
6495932,1544468
6494925,1546025
6490970,1548416
6495739,1539036
6495723,1538974
6495721,1538991
6495731,1538990
6495732,1539000
6495725,1539002
6499709,1540577
6472955,1478747
6474915,1457950
6473183,1448098
6473178,1448114
6473178,1448114
6471793,1471071
6498602,1519254
6479600,1441200
6484389,1483109
6463528,1431870
6496750,1522650
6496000,1545000
6477150,1466278
6485017,1496419
6472346,1453104
6471605,1474621
6472438,1453174
6484317,1466583
6476502,1489505
6476502,1489505
6476502,1489505
6476502,1489505
6476502,1489505
6420120,1464420
6473782,1437879
6473782,1437879
6475012,1457916
6475012,1457916
6475012,1457916
6475012,1457916
6475012,1457916
6475012,1457916
6475491,1458716
6475012,1457916
6480810,1494547
6473180,1448100
6475020,1457900
6471767,1471097
6495610,1529770
6495610,1529770
6473183,1448098
6473183,1448098
6473180,1448100
6473180,1448100
6467340,1495496
6483151,1510840
6495717,1538980
6474860,1457970
6484450,1529900
6475012,1457916
6475012,1457916
6475240,1457760
6479498,1441437
6479498,1441437
6481025,1446750
6463078,1435379
6476500,1489565
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6484317,1466583
6484310,1466570
6462752,1450353
6462752,1450353
6462752,1450353
6474519,1441874
6496305,1522135
6420120,1464420
6482973,1465298
6475240,1457760
6475240,1457760
6475250,1457775
6475250,1457775
6477450,1490100
6480117,1546299
6476494,1489459
6476502,1489505
6489705,1528333
6498602,1519254
6498601,1519254
6484302,1529889
6484302,1529889
6484302,1529889
6484302,1529889
6484325,1529830
6483976,1530896
6471771,1471093
6484284,1529996
6480150,1453100
6495304,1508041
6465551,1447573
6469200,1450550
6482620,1532300
6484275,1530250
6484450,1529900
6484425,1530000
6486660,1467120
6480612,1450644
6465870,1448450
6462160,1432570
6476540,1446830
6474525,1441930
6480612,1450644
6480612,1450644
6479498,1441437
6474860,1457970
6476400,1489000
6476000,1489000
6476502,1489505
6476502,1489505
6476502,1489505
6476502,1489505
6476502,1489505
6475643,1496878
6475643,1496878
6475400,1458000
6464250,1432680
6480399,1470301
6480399,1470301
6480399,1470301
6473180,1448100
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6473183,1448098
6471191,1448082
6496800,1519750
6483897,1528748
6480943,1501415
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6474519,1441874
6474519,1441874
6474519,1441874
6474519,1441874
6474519,1441874
6474519,1441874
6484389,1483109
6484389,1483109
6484389,1483109
6484389,1483109
6484389,1483109
6486500,1484500
6481260,1475978
6481260,1475978
6467460,1448880
6469120,1450570
6476490,1489470
6464120,1431914
6475498,1458704
6475250,1457775
6475250,1457775
6475250,1457775
6475250,1457775
6475250,1457775
6475250,1457775
6475250,1457775
6495267,1545695
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6469778,1435890
6484349,1510160
6480150,1453100
6480650,1446200
6480612,1450644
6480612,1450644
6480612,1450644
6480612,1450644
6480612,1450644
6475200,1457850
6480612,1450644
6480612,1450644
6480612,1450644
6480612,1450644
6480620,1450640
6463386,1431810
6464250,1432680
6464250,1432680
6464250,1432680
6464250,1432680
6476502,1489505
6484399,1483113
6484399,1483113
6484399,1483113
6484399,1483113
6484399,1483113
6476500,1489050
6476500,1489050
6475040,1458160
6471010,1458710
6476750,1464950
6550960,1576940
6541996,1578138
6552826,1575325
6552826,1575325
6552826,1575325
6552826,1575325
6552457,1577164
6555407,1580542
6555059,1580917
6549488,1586194
6553990,1568137
6553993,1568148
6557820,1564130
6552777,1580361
6552766,1580356
6551948,1585446
6552000,1584000
6544860,1602508
6544704,1598730
6547767,1600458
6549137,1606800
6543343,1606853
6543298,1606135
6545250,1606250
6536205,1597517
6535306,1596329
6533938,1597186
6536874,1597896
6539239,1599096
6539239,1599096
6539570,1599872
6539102,1599159
6539159,1593563
6539100,1593600
6541000,1600100
6541000,1600100
6535896,1599001
6539839,1593211
6537132,1597914
6535916,1599012
6534532,1594687
6534767,1595273
6533871,1594813
6534119,1596077
6513830,1563599
6517045,1567467
6524100,1554750
6525055,1554602
6519682,1557039
6520707,1552080
6513625,1560905
6514987,1570120
6531783,1552877
6531236,1548362
6537794,1546491
6537837,1546676
6537152,1549712
6536602,1548764
6547012,1533520
6528783,1556681
6533600,1558750
6528926,1558623
6540796,1539353
6538600,1531970
6540545,1531949
6535175,1533200
6546275,1536126
6544300,1533500
6543450,1540700
6544150,1532050
6541570,1545342
6549175,1501500
6547500,1506000
6539934,1504721
6544565,1516345
6526805,1551664
6577252,1526094
6577237,1526097
6577237,1526097
6586041,1535300
6584100,1537375
6584100,1537375
6589585,1530281
6589587,1530291
6589587,1530291
6590762,1526987
6574235,1517240
6573993,1520185
6573000,1520000
6587529,1544847
6588190,1544220
6587000,1543000
6577200,1536817
6573735,1537230
6573700,1537200
6573738,1537221
6587998,1550327
6588000,1550325
6588003,1550305
6588018,1550278
6588004,1550301
6591489,1547052
6591900,1551500
6591209,1551569
6584669,1548037
6584077,1549708
6585049,1549279
6583972,1542023
6583988,1542013
6584047,1542090
6584063,1543807
6577286,1541434
6576535,1541452
6576524,1541454
6576500,1541500
6577030,1541465
6590618,1547137
6590633,1547155
6589291,1545279
6588139,1542194
6566157,1545438
6518600,1567100
6520652,1566099
6520671,1566089
6529164,1578950
6529156,1578957
6526535,1578043
6529058,1578942
6532832,1568321
6532833,1568321
6530636,1567035
6531821,1566620
6533296,1570224
6532222,1567075
6533501,1576485
6534150,1575350
6534550,1571500
6534451,1574499
6534448,1574497
6534202,1571951
6534199,1571945
6534594,1574541
6529165,1585967
6530565,1571393
6525883,1572495
6529718,1574161
6529718,1574161
6530350,1572791
6529681,1574167
6530495,1572100
6530474,1572117
6528550,1575730
6531051,1573892
6528063,1571886
6528233,1572463
6525626,1570498
6525750,1570850
6528061,1570774
6527182,1570685
6527939,1571308
6527781,1562799
6527781,1562799
6527781,1562799
6524292,1566203
6523538,1565270
6531921,1574367
6531909,1574370
6532576,1572990
6532576,1572990
6519700,1574300
6520907,1575712
6530537,1583488
6528151,1583787
6527961,1584677
6596538,1570290
6595859,1570520
6571990,1580284
6571986,1580282
6571536,1580593
6571512,1580605
6573962,1581700
6567835,1583066
6571175,1578600
6573531,1581155
6571964,1577697
6574250,1582600
6574250,1582600
6578003,1580345
6582094,1578591
6582094,1578591
6571462,1596209
6584924,1582524
6585911,1578939
6586000,1579500
6588725,1581050
6588640,1581038
6583135,1581871
6583092,1581921
6585409,1578683
6586573,1582178
6586331,1578569
6590038,1582306
6584050,1579071
6584002,1579072
6589459,1575293
6589472,1575263
6589444,1575288
6589450,1575265
6589445,1575300
6587265,1577995
6588614,1576253
6587873,1578092
6585741,1577748
6591921,1577505
6588127,1576184
6544758,1615410
6549600,1614600
6542292,1615929
6547806,1614921
6542334,1617200
6542334,1617200
6542334,1617200
6550848,1614773
6548614,1614925
6549536,1619359
6549532,1619359
6553129,1615136
6542476,1614165
6547800,1619600
6544000,1615400
6544000,1615400
6548845,1619779
6548972,1619715
6548978,1619713
6548983,1619711
6553532,1620091
6556278,1634679
6555736,1632373
6555750,1632450
6548554,1626819
6557517,1632035
6556970,1627892
6554502,1629967
6554680,1629980
6556968,1629243
6554826,1627866
6557104,1629712
6556600,1628000
6538185,1620334
6543700,1622550
6544517,1623414
6539343,1617972
6540047,1618362
6540700,1619000
6541464,1618985
6538336,1621978
6539387,1619954
6539387,1619954
6539421,1619962
6559454,1635765
6556929,1635368
6556915,1635622
6555825,1635091
6557481,1635369
6559232,1634654
6560515,1637421
6559500,1636000
6561500,1639850
6564775,1634357
6562979,1633592
6563274,1639041
6565750,1634000
6565278,1634377
6559152,1636626
6580163,1629048
6584400,1569750
6584501,1569869
6584526,1569842
6584500,1569857
6584487,1569836
6584479,1569935
6584516,1569842
6570400,1614875
6570399,1614863
6570422,1614901
6570392,1614915
6570391,1614889
6571917,1613830
6568511,1615725
6564823,1619690
6570840,1630053
6559679,1613419
6554510,1619435
6555581,1609712
6558755,1608257
6562165,1610800
6562165,1610800
6558348,1616131
6558193,1620687
6570802,1624414
6570088,1620403
6569846,1629509
6569572,1608543
6571078,1609708
6569621,1607823
6566324,1614013
6567908,1612769
6563700,1606350
6564923,1604066
6565600,1604050
6564906,1601954
6565274,1603329
6565274,1603329
6565274,1603329
6589222,1537661
6560410,1551163
6560000,1556600
6546952,1544711
6544594,1558152
6539997,1554691
6537484,1554270
6590014,1563866
6592827,1559645
6592050,1555850
6591836,1555577
6582659,1562791
6582652,1562825
6584113,1563977
6584756,1571238
6573646,1573993
6577331,1570261
6572788,1573953
6572784,1573964
6573297,1575648
6573304,1575645
6573297,1575642
6588847,1516883
6589092,1521666
6565020,1593500
6565030,1593480
6566800,1591600
6565300,1592000
6562200,1594000
6561148,1602767
6569944,1602151
6551897,1603927
6551890,1603920
6556210,1602674
6556202,1602876
6549965,1602457
6550445,1602926
6555890,1606287
6553091,1600938
6551242,1601439
6553378,1599958
6555723,1582045
6583160,1540405
6583720,1540950
6583730,1541014
6583731,1541002
6535927,1599001
6538364,1546057
6526815,1551670
6589638,1530327
6589640,1530312
6589613,1530301
6530847,1582421
6549794,1584002
6517057,1567464
6532000,1557300
6546277,1536166
6533464,1576516
6533466,1576516
6530562,1571393
6532750,1572750
6528017,1584686
6595819,1572129
6584000,1579000
6589460,1575264
6564162,1629179
6566687,1633288
6569534,1607853
6570709,1606898
6573646,1573993
6551200,1601400
6515100,1569675
6591418,1547016
6539657,1543920
6537481,1554278
6589612,1530329
6592501,1557944
6592482,1557993
6525626,1570498
6571500,1608000
6581118,1580912
6561200,1610925
6584575,1554320
6533450,1576550
6573345,1601190
6561440,1639830
6584800,1569800
6515000,1569750
6515000,1569750
6515000,1569750
6583160,1540405
6533509,1576488
6534589,1574537
6512673,1553701
6513794,1554060
6513859,1554036
6547514,1625359
6586589,1549401
6581118,1580912
6526814,1551680
6560975,1616058
6584938,1565555
6589604,1530284
6587507,1544833
6587507,1544834
6587507,1544834
6587506,1544834
6558656,1633843
6515100,1569675
6515050,1569775
6586597,1549336
6515100,1569675
6571114,1642303
6540597,1618646
6569597,1616912
6583160,1540405
6583160,1540405
6583160,1540405
6558827,1513401
6514950,1569650
6514950,1569650
6547141,1599726
6544320,1615364
6555935,1636852
6532873,1573444
6531200,1548922
6565600,1604125
6585381,1551086
6563850,1606575
6576712,1591031
6576455,1541774
6585407,1540997
6543101,1544584
6584650,1570100
6533941,1571710
6576652,1541117
6537250,1520750
6558530,1612083
6525722,1570807
6590613,1547173
6589585,1530305
6561213,1635875
6559550,1616400
6544438,1533985
6308943,1424520
6308946,1424522
6308949,1424521
6303103,1422290
6313433,1420558
6292663,1425234
6291073,1424800
6296798,1438126
6298925,1432500
6306072,1439484
6306116,1451735
6273750,1453250
6286006,1443781
6280466,1445081
6290750,1446350
6294282,1442881
6342522,1436809
6315194,1444899
6317262,1441484
6319832,1443707
6328975,1440224
6327628,1449977
6320678,1457575
6320678,1457575
6318900,1453100
6320244,1486743
6302498,1375799
6312027,1389480
6312027,1389469
6315145,1388897
6310263,1389278
6323725,1391357
6287346,1380054
6287346,1380054
6302550,1385750
6303832,1388308
6287068,1375107
6288415,1375832
6281042,1390822
6305447,1399722
6305447,1399720
6303983,1399696
6291828,1387779
6288099,1385148
6298836,1390375
6320719,1386551
6322887,1376622
6339327,1377427
6345283,1347774
6345284,1347783
6339080,1380375
6339570,1379010
6341050,1368675
6316579,1361646
6388350,1404570
6319296,1407198
6319271,1407214
6319280,1407190
6325400,1405600
6326835,1409055
6331405,1393350
6328910,1401020
6341134,1393791
6344050,1393305
6363280,1391155
6382004,1427970
6369451,1428768
6369451,1428768
6355320,1443550
6365112,1421933
6371635,1437750
6342340,1448330
6357249,1435743
6355120,1426660
6377655,1408450
6364800,1428475
6364900,1429330
6365380,1434080
6363556,1437254
6361903,1437240
6359654,1419614
6359654,1419614
6359654,1419614
6360600,1421325
6366240,1466680
6369250,1464200
6364550,1470525
6364350,1470520
6364090,1471965
6363850,1466450
6377070,1446055
6380815,1446300
6361723,1443512
6361723,1443512
6359695,1441170
6362325,1449100
6362325,1449100
6364160,1446900
6364080,1446800
6366020,1442200
6372025,1462241
6368150,1461800
6367500,1456070
6367500,1456070
6367490,1456075
6367509,1456076
6367509,1456076
6367509,1456076
6366789,1457333
6374595,1456665
6364450,1456500
6371145,1455770
6395364,1386516
6376008,1372433
6376008,1372433
6376008,1372433
6400266,1427263
6409943,1399522
6406172,1417452
6401975,1409230
6438185,1423285
6435482,1413648
6437721,1413985
6437721,1413985
6437721,1413985
6410640,1443550
6432211,1443334
6429910,1447708
6393870,1450255
6404753,1440655
6403860,1447720
6407490,1444730
6384720,1460429
6386945,1460134
6387008,1460254
6391545,1450644
6385519,1455141
6385711,1455376
6387733,1450354
6381770,1457780
6378360,1457130
6378010,1457080
6423423,1535583
6440037,1531378
6442850,1527500
6432512,1539585
6431599,1541192
6432100,1541500
6354733,1502928
6354733,1502928
6355850,1502300
6337642,1513243
6337642,1513243
6329747,1521241
6286827,1529527
6297359,1533391
6297362,1533365
6295014,1529448
6281338,1533729
6281338,1533729
6281338,1533729
6271086,1519502
6278956,1525771
6278956,1525771
6278950,1525759
6278947,1525760
6278947,1525760
6278409,1522302
6302400,1385850
6413700,1401700
6287346,1380054
6281500,1533500
6281300,1533500
6290750,1422600
6278950,1525759
6278950,1525759
6278950,1525759
6278950,1525759
6340000,1380000
6294140,1388021
6273000,1383000
6281500,1533400
6261094,1363130
6406184,1398477
6407750,1402275
6436673,1413319
6345515,1371860
6435519,1413674
6381420,1458303
6488083,1381560
6510850,1391000
6496514,1399741
6502515,1384772
6494500,1392450
6504368,1402951
